pattern,condition,stream_id,stream_seed,system,beta,turn,candidate,weight,operator,target,turn_violations,turn_opportunities
P1-n4,D-mismatch,13,20260241,coupled,0.1,8,2,0.1928227750223286,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,8,3,0.19363601261631055,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,9,0,0.258212030401309,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,9,1,0.40900708177973055,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,9,2,0.15692524346716835,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,9,3,0.17585564435179205,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,10,0,0.15821203040130902,delta,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,10,1,0.4714077783756099,delta,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,10,2,0.16563405559294878,delta,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,10,3,0.20474613563013233,delta,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,11,0,0.258212030401309,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,11,1,0.4096995575729536,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,11,2,0.15573853704998605,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,11,3,0.17634987497575136,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,12,0,0.21225103522860556,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,12,1,0.5096995575729536,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,12,2,0.12144582901689666,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.1,12,3,0.15660357818154413,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,1,0,0.2067361111111111,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,1,1,0.35,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,1,2,0.19319444444444445,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,1,3,0.25006944444444446,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,2,0,0.25117953431372547,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,2,1,0.24999999999999997,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,2,2,0.25278799019607845,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,2,3,0.2460324754901961,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,3,0,0.2966059027777778,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,3,1,0.14999999999999997,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,3,2,0.3147048611111111,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,3,3,0.23868923611111117,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,4,0,0.3428700086805556,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,4,1,0.04999999999999996,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,4,2,0.37860183869949493,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,4,3,0.22852815261994958,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,5,0,0.2973798993244264,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,5,1,0.14999999999999974,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,5,2,0.3165343074940986,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,5,3,0.23608579318147518,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,6,0,0.25278649328453634,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,6,1,0.24999999999999975,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,6,2,0.25658625685435854,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,6,3,0.24062724986110537,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,7,0,0.3527864932845364,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,7,1,0.19311361141453917,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,7,2,0.2559082533115718,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,7,3,0.1981916419893526,sigma,0,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,8,0,0.3018914470188845,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,8,1,0.2931136114145392,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,8,2,0.20009380172896865,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,8,3,0.20490113983760763,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,9,0,0.2518431434587968,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,9,1,0.39311361141453915,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,9,2,0.14712409113243544,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,9,3,0.20791915399422853,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,10,0,0.15184314345879682,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,10,1,0.4677150226165585,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,10,2,0.13092999267861716,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,10,3,0.24951184124602752,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,11,0,0.2518431434587968,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,11,1,0.3947782771238717,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,11,2,0.144417792176822,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,11,3,0.20896078724050948,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,12,0,0.20275133225020736,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,12,1,0.4947782771238717,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,12,2,0.09522419195179738,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.3,12,3,0.2072461986741236,sigma,1,2,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,1,0,0.1996428571428572,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,1,1,0.35,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,1,2,0.17642857142857146,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,1,3,0.27392857142857147,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,2,0,0.2514030612244898,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,2,1,0.2500000000000001,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,2,2,0.2533163265306122,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,2,3,0.24528061224489792,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,3,0,0.30430325255102036,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,3,1,0.15000000000000022,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,3,2,0.33289859693877544,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,3,3,0.212798150510204,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,4,0,0.35815343324829924,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,4,1,0.05000000000000021,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,4,2,0.4147262967687074,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,4,3,0.1771202699829931,delta,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,5,0,0.30520046473450485,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,5,1,0.15000000000000022,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,5,2,0.33501928028155703,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,5,3,0.20978025498393793,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,6,0,0.2533129356885983,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,6,1,0.2500000000000002,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,6,2,0.2578305752639597,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,6,3,0.23885648904744178,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,7,0,0.35331293568859834,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,7,1,0.17636403560989097,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,7,2,0.28109695978745636,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,7,3,0.18922606891405439,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,8,0,0.29774040866424145,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,8,1,0.276364035609891,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,8,2,0.20680748967719867,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,8,3,0.2190880660486689,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,9,0,0.24323874734022655,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,9,1,0.37636403560989096,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,9,2,0.13591084093531375,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,9,3,0.24448637611456875,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,10,0,0.14323874734022654,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,10,1,0.46340822211310134,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,10,2,0.09654514976184662,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,10,3,0.29680788078482545,delta,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,11,0,0.24323874734022655,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,11,1,0.37840651183121043,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,11,2,0.13277271868045837,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,11,3,0.24558202214810468,sigma,0,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,12,0,0.1900231140579651,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,12,1,0.4784065118312104,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,12,2,0.0664069429861271,sigma,1,3,3
P1-n4,D-mismatch,13,20260241,coupled,0.5,12,3,0.2651634311246974,sigma,1,3,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,1,0,0.15,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,1,1,0.2833333333333333,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,1,2,0.2833333333333333,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,1,3,0.2833333333333333,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,2,0,0.12906976744186047,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,2,1,0.3833333333333333,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,2,2,0.24379844961240313,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,2,3,0.24379844961240313,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,3,0,0.10813953488372093,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,3,1,0.4833333333333333,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,3,2,0.20426356589147288,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,3,3,0.20426356589147288,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,4,0,0.12906976744186044,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,4,1,0.3833333333333334,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,4,2,0.24379844961240307,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,4,3,0.24379844961240307,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,5,0,0.10813953488372091,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,5,1,0.4833333333333334,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,5,2,0.20426356589147285,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,5,3,0.20426356589147285,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,6,0,0.008139534883721017,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,6,1,0.5375271621034333,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,6,2,0.22716665150642285,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,6,3,0.22716665150642285,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,7,0,0.006379532086423449,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,7,1,0.6375271621034333,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,7,2,0.17804665290507163,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,7,3,0.17804665290507163,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,8,0,0.004619529289125883,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,8,1,0.7375271621034333,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,8,2,0.1289266543037204,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,8,3,0.1289266543037204,sigma,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,9,0,0.006379532086423449,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,9,1,0.6375271621034333,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,9,2,0.1780466529050716,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,9,3,0.1780466529050716,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,10,0,1.0000000001110223e-06,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,10,1,0.641619758412346,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,10,2,0.17918962079382694,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,10,3,0.17918962079382694,delta,0,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,11,0,1e-06,delta,0,3,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,11,1,0.6416197584123461,delta,0,3,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,11,2,0.17918962079382697,delta,0,3,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,11,3,0.17918962079382697,delta,0,3,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,12,0,1.2790332401055139e-06,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,12,1,0.5416197584123461,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,12,2,0.2291894812772069,delta,1,2,3
P1-n4,D-dependent,14,20260242,uncoupled,0.0,12,3,0.2291894812772069,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,1,0,0.15,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,1,1,0.27337837837837836,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,1,2,0.29750000000000004,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,1,3,0.27912162162162163,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,2,0,0.13355512749954135,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,2,1,0.3733783783783784,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,2,2,0.26328224179049714,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,2,3,0.22978425233158306,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,3,0,0.11626901546714342,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,3,1,0.4733783783783784,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,3,2,0.22771702319201179,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,3,3,0.1826355829624664,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,4,0,0.13253476974134032,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,4,1,0.3733783783783784,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,4,2,0.2616478777246557,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,4,3,0.23243897415562562,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,5,0,0.11542496236085827,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,5,1,0.4733783783783784,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,5,2,0.2263650561437027,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,5,3,0.18483160311706073,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,6,0,0.01542496236085826,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,6,1,0.5194084151818782,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,6,2,0.2649681834473313,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,6,3,0.20019843900993234,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,7,0,0.017396857648037077,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,7,1,0.6194084151818782,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,7,2,0.21486662866729694,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,7,3,0.14832809850278778,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,8,0,0.017526114791317018,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,8,1,0.7194084151818781,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,8,2,0.16297552060611573,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,8,3,0.1000899494206891,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,9,0,0.014805156313702633,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,9,1,0.6194084151818782,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,9,2,0.2123495920793115,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,9,3,0.1534368364251077,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.1,10,0,1e-06,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,10,1,0.6278562976996725,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,10,2,0.21721929288776007,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,10,3,0.15492340941256738,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,11,0,1e-06,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.1,11,1,0.6278562976996725,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.1,11,2,0.21721929288776007,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.1,11,3,0.15492340941256738,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.1,12,0,1.2790241289724112e-06,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,12,1,0.5278562976996726,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,12,2,0.26248042733410154,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.1,12,3,0.20966199594209697,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,1,0,0.15,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,1,1,0.2526388888888889,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,1,2,0.32701388888888894,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,1,3,0.27034722222222224,delta,0,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,2,0,0.1424032517420046,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,2,1,0.35263888888888895,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,2,2,0.30230618833502076,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,2,3,0.20265167103408568,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,3,0,0.13204269327767892,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,3,1,0.45263888888888903,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,3,2,0.27337803736483834,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,3,3,0.14194038046859372,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,4,0,0.13894496466235207,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,4,1,0.35263888888888906,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,4,2,0.2970252435322179,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,4,3,0.211390902916541,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,5,0,0.12924812502241737,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,5,1,0.45263888888888903,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,5,2,0.2691106181588006,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,5,3,0.149002367929893,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,6,0,0.02924812502241736,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,6,1,0.48106105334377025,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,6,2,0.3418962791918735,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,6,3,0.14779454244193888,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,7,0,0.038348338547610994,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,7,1,0.5810610533437702,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,7,2,0.2884026905256119,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,7,3,0.09218791758300689,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,8,0,0.04216274111024425,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,8,1,0.6810610533437702,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,8,2,0.23046486204707142,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,8,3,0.04631134349891412,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,9,0,0.030684324739484067,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,9,1,0.5810610533437702,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,9,2,0.28195888927558876,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,9,3,0.10629573264115698,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,10,0,1e-06,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,10,1,0.5936966430846009,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,10,2,0.302301706887831,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,10,3,0.10400065002756821,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.3,11,0,1.0000000001110223e-06,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.3,11,1,0.5936966430846008,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.3,11,2,0.3023017068878309,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.3,11,3,0.1040006500275682,delta,0,3,3
P1-n4,D-dependent,14,20260242,coupled,0.3,12,0,1.2743495570897233e-06,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,12,1,0.4936966430846008,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,12,2,0.3393614622247447,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.3,12,3,0.16694062034109738,delta,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,1,0,0.15,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,1,1,0.23071428571428573,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,1,2,0.3582142857142857,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,1,3,0.2610714285714286,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,2,0,0.1511290322580645,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,2,1,0.33071428571428574,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,2,2,0.3416449744675551,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,2,3,0.17651170756009468,sigma,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,3,0,0.14731364320722679,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,3,1,0.4307142857142858,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,3,2,0.31788584374443035,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,3,3,0.10408622733405706,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,4,0,0.144756373707251,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,4,1,0.33071428571428596,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,4,2,0.33237831580265637,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,4,3,0.19215102477580664,delta,1,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,5,0,0.14226994026283915,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,5,1,0.43071428571428594,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,5,2,0.3105516561020031,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,5,3,0.11646411792087179,sigma,1,2,3
P1-n4,D-dependent,14,20260242,coupled,0.5,6,0,0.042269940262839145,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,6,1,0.43955800669111544,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,6,2,0.4215795917624082,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,6,3,0.09659246128363719,delta,0,1,3
P1-n4,D-dependent,14,20260242,coupled,0.5,7,0,0.058282892899665574,sigma,1,1,3
