pattern,condition,stream_id,stream_seed,system,beta,turn,candidate,weight,distance_to_ref_final,operator,target
P1-n4,D-independent,1,20260229,uncoupled,0.0,3,1,0.41666666666666663,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,3,2,0.04268292682926828,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,3,3,0.2703252032520325,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,4,0,0.23327784949158686,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,4,1,0.3595636025998143,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,4,2,0.03683334465656633,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,4,3,0.37032520325203255,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,5,0,0.1962304957311412,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,5,1,0.30246053853296195,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,5,2,0.030983762483864388,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,5,3,0.47032520325203253,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,uncoupled,0.0,6,0,0.29623049573114124,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,6,1,0.26483028048925916,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,6,2,0.027128955562314348,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,6,3,0.4118102682172852,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,7,0,0.33652466017636407,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,7,1,0.16483028048925916,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,7,2,0.03081911782584838,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,7,3,0.46782594150852835,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,8,0,0.43652466017636404,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,8,1,0.13998681297875998,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,8,2,0.026174014085588695,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,8,3,0.39731451275928725,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,uncoupled,0.0,9,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,9,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,9,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,9,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,10,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,10,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,10,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,10,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,uncoupled,0.0,11,0,0.39590578570924934,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,11,1,0.24374916567922683,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,11,2,8.832117926292874e-07,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,11,3,0.36034416539973124,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,12,0,0.34355466518918637,0.0,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,12,1,0.34374916567922686,0.0,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,12,2,7.664235852585749e-07,0.0,sigma,1
P1-n4,D-independent,1,20260229,uncoupled,0.0,12,3,0.3126954027080015,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,1,0,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,1,1,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,1,2,0.15,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,1,3,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,2,0,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,2,1,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,2,2,0.04999999999999999,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,2,3,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,3,0,0.2703252032520325,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,3,1,0.41666666666666663,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,3,2,0.04268292682926828,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,3,3,0.2703252032520325,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,4,0,0.23327784949158686,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,4,1,0.3595636025998143,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,4,2,0.03683334465656633,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,4,3,0.37032520325203255,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,5,0,0.1962304957311412,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,5,1,0.30246053853296195,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,5,2,0.030983762483864388,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,5,3,0.47032520325203253,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.1,6,0,0.29623049573114124,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,6,1,0.26483028048925916,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,6,2,0.027128955562314348,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,6,3,0.4118102682172852,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,7,0,0.33652466017636407,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.1,7,1,0.16483028048925916,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.1,7,2,0.03081911782584838,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.1,7,3,0.46782594150852835,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.1,8,0,0.43652466017636404,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,8,1,0.13998681297875998,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,8,2,0.026174014085588695,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,8,3,0.39731451275928725,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.1,9,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,9,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,9,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,9,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,10,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,10,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,10,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,10,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.1,11,0,0.39590578570924934,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,11,1,0.24374916567922683,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,11,2,8.832117926292874e-07,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,11,3,0.36034416539973124,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,12,0,0.34355466518918637,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,12,1,0.34374916567922686,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,12,2,7.664235852585749e-07,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.1,12,3,0.3126954027080015,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,1,0,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,1,1,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,1,2,0.15,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,1,3,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,2,0,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,2,1,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,2,2,0.04999999999999999,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,2,3,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,3,0,0.2703252032520325,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,3,1,0.41666666666666663,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,3,2,0.04268292682926828,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,3,3,0.2703252032520325,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,4,0,0.23327784949158686,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,4,1,0.3595636025998143,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,4,2,0.03683334465656633,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,4,3,0.37032520325203255,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,5,0,0.1962304957311412,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,5,1,0.30246053853296195,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,5,2,0.030983762483864388,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,5,3,0.47032520325203253,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.3,6,0,0.29623049573114124,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,6,1,0.26483028048925916,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,6,2,0.027128955562314348,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,6,3,0.4118102682172852,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,7,0,0.33652466017636407,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.3,7,1,0.16483028048925916,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.3,7,2,0.03081911782584838,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.3,7,3,0.46782594150852835,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.3,8,0,0.43652466017636404,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,8,1,0.13998681297875998,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,8,2,0.026174014085588695,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,8,3,0.39731451275928725,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.3,9,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,9,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,9,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,9,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,10,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,10,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,10,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,10,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.3,11,0,0.39590578570924934,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,11,1,0.24374916567922683,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,11,2,8.832117926292874e-07,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,11,3,0.36034416539973124,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,12,0,0.34355466518918637,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,12,1,0.34374916567922686,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,12,2,7.664235852585749e-07,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.3,12,3,0.3126954027080015,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,1,0,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,1,1,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,1,2,0.15,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,1,3,0.2833333333333333,0.2999984671528295,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,2,0,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,2,1,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,2,2,0.04999999999999999,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,2,3,0.31666666666666665,0.1079409950701598,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,3,0,0.2703252032520325,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,3,1,0.41666666666666663,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,3,2,0.04268292682926828,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,3,3,0.2703252032520325,0.2311993227862456,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,4,0,0.23327784949158686,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,4,1,0.3595636025998143,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,4,2,0.03683334465656633,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,4,3,0.37032520325203255,0.22055363139519907,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,5,0,0.1962304957311412,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,5,1,0.30246053853296195,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,5,2,0.030983762483864388,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,5,3,0.47032520325203253,0.37722559320862026,sigma,3
P1-n4,D-independent,1,20260229,coupled,0.5,6,0,0.29623049573114124,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,6,1,0.26483028048925916,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,6,2,0.027128955562314348,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,6,3,0.4118102682172852,0.25248610929602566,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,7,0,0.33652466017636407,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.5,7,1,0.16483028048925916,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.5,7,2,0.03081911782584838,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.5,7,3,0.46782594150852835,0.37189778040557997,delta,1
P1-n4,D-independent,1,20260229,coupled,0.5,8,0,0.43652466017636404,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,8,1,0.13998681297875998,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,8,2,0.026174014085588695,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,8,3,0.39731451275928725,0.4075247054009338,sigma,0
P1-n4,D-independent,1,20260229,coupled,0.5,9,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,9,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,9,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,9,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,10,0,0.4482569062293123,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,10,1,0.14374916567922671,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,10,2,1e-06,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,10,3,0.407992928091461,0.4000000000000003,delta,2
P1-n4,D-independent,1,20260229,coupled,0.5,11,0,0.39590578570924934,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,11,1,0.24374916567922683,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,11,2,8.832117926292874e-07,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,11,3,0.36034416539973124,0.20000000000000012,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,12,0,0.34355466518918637,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,12,1,0.34374916567922686,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,12,2,7.664235852585749e-07,0.0,sigma,1
P1-n4,D-independent,1,20260229,coupled,0.5,12,3,0.3126954027080015,0.0,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,1,0,0.2833333333333333,0.43373482648307077,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,1,1,0.2833333333333333,0.43373482648307077,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,1,2,0.15,0.43373482648307077,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,1,3,0.2833333333333333,0.43373482648307077,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,2,0,0.31666666666666665,0.4173794656555885,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,2,1,0.31666666666666665,0.4173794656555885,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,2,2,0.04999999999999999,0.4173794656555885,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,2,3,0.31666666666666665,0.4173794656555885,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,3,0,0.2703252032520325,0.5246965388263202,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,3,1,0.41666666666666663,0.5246965388263202,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,3,2,0.04268292682926828,0.5246965388263202,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,3,3,0.2703252032520325,0.5246965388263202,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,4,0,0.23327784949158686,0.6104904106926154,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,4,1,0.3595636025998143,0.6104904106926154,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,4,2,0.03683334465656633,0.6104904106926154,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,4,3,0.37032520325203255,0.6104904106926154,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,5,0,0.1962304957311412,0.6962842825589107,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,5,1,0.30246053853296195,0.6962842825589107,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,5,2,0.030983762483864388,0.6962842825589107,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,5,3,0.47032520325203253,0.6962842825589107,sigma,3
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,6,0,0.29623049573114124,0.5727817335595774,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,6,1,0.26483028048925916,0.5727817335595774,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,6,2,0.027128955562314348,0.5727817335595774,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,6,3,0.4118102682172852,0.5727817335595774,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,7,0,0.33652466017636407,0.6848130801420637,delta,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,7,1,0.16483028048925916,0.6848130801420637,delta,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,7,2,0.03081911782584838,0.6848130801420637,delta,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,7,3,0.46782594150852835,0.6848130801420637,delta,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,8,0,0.43652466017636404,0.5437902226435815,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,8,1,0.13998681297875998,0.5437902226435815,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,8,2,0.026174014085588695,0.5437902226435815,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,8,3,0.39731451275928725,0.5437902226435815,sigma,0
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,9,0,0.4482569062293123,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,9,1,0.14374916567922671,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,9,2,1e-06,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,9,3,0.407992928091461,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,10,0,0.4482569062293123,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,10,1,0.14374916567922671,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,10,2,1e-06,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,10,3,0.407992928091461,0.5651470533079288,delta,2
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,11,0,0.39590578570924934,0.4698495279244693,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,11,1,0.24374916567922683,0.4698495279244693,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,11,2,8.832117926292874e-07,0.4698495279244693,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,11,3,0.36034416539973124,0.4698495279244693,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,12,0,0.34355466518918637,0.46360193576337855,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,12,1,0.34374916567922686,0.46360193576337855,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,12,2,7.664235852585749e-07,0.46360193576337855,sigma,1
P1-n4,D-mismatch,1,20260229,uncoupled,0.0,12,3,0.3126954027080015,0.46360193576337855,sigma,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,1,0,0.26953947368421055,0.45312079139535144,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,1,1,0.2874342105263158,0.45312079139535144,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,1,2,0.15,0.45312079139535144,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,1,3,0.2930263157894737,0.45312079139535144,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,2,0,0.2878052325581395,0.47510233387264245,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,2,1,0.3252470930232558,0.47510233387264245,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,2,2,0.05000000000000021,0.47510233387264245,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,2,3,0.33694767441860457,0.47510233387264245,delta,2
P1-n4,D-mismatch,1,20260229,coupled,0.1,3,0,0.2427873906427574,0.5994275552567029,sigma,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,3,1,0.4252470930232558,0.5994275552567029,sigma,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,3,2,0.03285523122335209,0.5994275552567029,sigma,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,3,3,0.29911028511063475,0.5994275552567029,sigma,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,4,0,0.20072345321509674,0.7042915871569276,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,4,1,0.37767910897336815,0.7042915871569276,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,4,2,0.022487152700900334,0.7042915871569276,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,4,3,0.39911028511063473,0.7042915871569276,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,5,0,0.15997847701841528,0.8044993192237513,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,5,1,0.32778297500678,0.8044993192237513,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,5,2,0.013128262864169966,0.8044993192237513,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,5,3,0.4991102851106347,0.8044993192237513,sigma,3
P1-n4,D-mismatch,1,20260229,coupled,0.1,6,0,0.25997847701841525,0.6266618222998881,sigma,0
P1-n4,D-mismatch,1,20260229,coupled,0.1,6,1,0.28154233550080815,0.6266618222998881,sigma,0
P1-n4,D-mismatch,1,20260229,coupled,0.1,6,2,0.01972887489333601,0.6266618222998881,sigma,0
P1-n4,D-mismatch,1,20260229,coupled,0.1,6,3,0.4387503125874406,0.6266618222998881,sigma,0
P1-n4,D-mismatch,1,20260229,coupled,0.1,7,0,0.29996332171515744,0.714852010193539,delta,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,7,1,0.18154233550080814,0.714852010193539,delta,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,7,2,0.03564893624976835,0.714852010193539,delta,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,7,3,0.48284540653426605,0.714852010193539,delta,1
P1-n4,D-mismatch,1,20260229,coupled,0.1,8,0,0.39996332171515747,0.5767250240903289,sigma,0
P1-n4,D-mismatch,1,20260229,coupled,0.1,8,1,0.14742929328832738,0.5767250240903289,sigma,0
