pattern,condition,system,beta,turn,candidate,weight,distance_to_w_star,operator,target
P2-n5,D-independent,coupled,0.3,23,2,0.5028237352964956,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.3,23,3,6.239467006771707e-07,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.3,23,4,8.613941617278805e-07,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.3,24,0,0.49717386805315056,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.3,24,1,7.243451586745646e-07,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.3,24,2,0.502823546207853,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.3,24,3,1e-06,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.3,24,4,8.613938377975619e-07,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.5,1,0,0.28,0.52,sigma,0
P2-n5,D-independent,coupled,0.5,1,1,0.18,0.52,sigma,0
P2-n5,D-independent,coupled,0.5,1,2,0.18,0.52,sigma,0
P2-n5,D-independent,coupled,0.5,1,3,0.18,0.52,sigma,0
P2-n5,D-independent,coupled,0.5,1,4,0.18,0.52,sigma,0
P2-n5,D-independent,coupled,0.5,2,0,0.3073170731707317,0.4302439024390245,delta,1
P2-n5,D-independent,coupled,0.5,2,1,0.1000000000000001,0.4302439024390245,delta,1
P2-n5,D-independent,coupled,0.5,2,2,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-independent,coupled,0.5,2,3,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-independent,coupled,0.5,2,4,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-independent,coupled,0.5,3,0,0.27667877529839124,0.35145970791014897,sigma,2
P2-n5,D-independent,coupled,0.5,3,1,0.0900303951367782,0.35145970791014897,sigma,2
P2-n5,D-independent,coupled,0.5,3,2,0.27756097560975607,0.35145970791014897,sigma,2
P2-n5,D-independent,coupled,0.5,3,3,0.17786492697753722,0.35145970791014897,sigma,2
P2-n5,D-independent,coupled,0.5,3,4,0.17786492697753722,0.35145970791014897,sigma,2
P2-n5,D-independent,coupled,0.5,4,0,0.3036017259791081,0.27521447240458624,delta,4
P2-n5,D-independent,coupled,0.5,4,1,0.09879103781859878,0.27521447240458624,delta,4
P2-n5,D-independent,coupled,0.5,4,2,0.3045697710953293,0.27521447240458624,delta,4
P2-n5,D-independent,coupled,0.5,4,3,0.19517253812942664,0.27521447240458624,delta,4
P2-n5,D-independent,coupled,0.5,4,4,0.09786492697753722,0.27521447240458624,delta,4
P2-n5,D-independent,coupled,0.5,5,0,0.38360172597910813,0.1587485220848524,sigma,0
P2-n5,D-independent,coupled,0.5,5,1,0.08744224026938083,0.1587485220848524,sigma,0
P2-n5,D-independent,coupled,0.5,5,2,0.26958177270908484,0.1587485220848524,sigma,0
P2-n5,D-independent,coupled,0.5,5,3,0.1727517429712156,0.1587485220848524,sigma,0
P2-n5,D-independent,coupled,0.5,5,4,0.08662251807121056,0.1587485220848524,sigma,0
P2-n5,D-independent,coupled,0.5,6,0,0.4206983747995611,0.10130287785025249,delta,3
P2-n5,D-independent,coupled,0.5,6,1,0.095898443304097,0.10130287785025249,delta,3
P2-n5,D-independent,coupled,0.5,6,2,0.2956519900029683,0.10130287785025249,delta,3
P2-n5,D-independent,coupled,0.5,6,3,0.09275174297121559,0.10130287785025249,delta,3
P2-n5,D-independent,coupled,0.5,6,4,0.0949994489221579,0.10130287785025249,delta,3
P2-n5,D-independent,coupled,0.5,7,0,0.37291536199015923,0.23972276175450416,sigma,2
P2-n5,D-independent,coupled,0.5,7,1,0.08500627727900935,0.23972276175450416,sigma,2
P2-n5,D-independent,coupled,0.5,7,2,0.37565199000296834,0.23972276175450416,sigma,2
P2-n5,D-independent,coupled,0.5,7,3,0.0822169798535793,0.23972276175450416,sigma,2
P2-n5,D-independent,coupled,0.5,7,4,0.08420939087428372,0.23972276175450416,sigma,2
P2-n5,D-independent,coupled,0.5,8,0,0.40552020748625217,0.32013623248472517,delta,1
P2-n5,D-independent,coupled,0.5,8,1,0.005006277279009347,0.32013623248472517,delta,1
P2-n5,D-independent,coupled,0.5,8,2,0.40849610516352813,0.32013623248472517,delta,1
P2-n5,D-independent,coupled,0.5,8,3,0.08940539899237594,0.32013623248472517,delta,1
P2-n5,D-independent,coupled,0.5,8,4,0.09157201107883452,0.32013623248472517,delta,1
P2-n5,D-independent,coupled,0.5,9,0,0.4855202074862522,0.2765868773652079,sigma,0
P2-n5,D-independent,coupled,0.5,9,1,0.0043325753510981705,0.2765868773652079,sigma,0
P2-n5,D-independent,coupled,0.5,9,2,0.3535241972456883,0.2765868773652079,sigma,0
P2-n5,D-independent,coupled,0.5,9,3,0.0773739859662979,0.2765868773652079,sigma,0
P2-n5,D-independent,coupled,0.5,9,4,0.0792490339506635,0.2765868773652079,sigma,0
P2-n5,D-independent,coupled,0.5,10,0,0.5273084035407127,0.3825200876793372,delta,4
P2-n5,D-independent,coupled,0.5,10,1,0.004705475398100931,0.3825200876793372,delta,4
P2-n5,D-independent,coupled,0.5,10,2,0.3839516402989559,0.3825200876793372,delta,4
P2-n5,D-independent,coupled,0.5,10,3,0.08403348076223034,0.3825200876793372,delta,4
P2-n5,D-independent,coupled,0.5,10,4,1.0000000001110223e-06,0.3825200876793372,delta,4
P2-n5,D-independent,coupled,0.5,11,0,0.45883216848713937,0.4055676175721905,sigma,2
P2-n5,D-independent,coupled,0.5,11,1,0.004094422668359467,0.4055676175721905,sigma,2
P2-n5,D-independent,coupled,0.5,11,2,0.4639516402989559,0.4055676175721905,sigma,2
P2-n5,D-independent,coupled,0.5,11,3,0.07312089840548029,0.4055676175721905,sigma,2
P2-n5,D-independent,coupled,0.5,11,4,8.701400650116022e-07,0.4055676175721905,sigma,2
P2-n5,D-independent,coupled,0.5,12,0,0.495028649222577,0.5511612731688814,delta,3
P2-n5,D-independent,coupled,0.5,12,1,0.004417424631640877,0.5511612731688814,delta,3
P2-n5,D-independent,coupled,0.5,12,2,0.5005519873618637,0.5511612731688814,delta,3
P2-n5,D-independent,coupled,0.5,12,3,1e-06,0.5511612731688814,delta,3
P2-n5,D-independent,coupled,0.5,12,4,9.387839183930543e-07,0.5511612731688814,delta,3
P2-n5,D-independent,coupled,0.5,13,0,0.575028649222577,0.5525615469574853,sigma,0
P2-n5,D-independent,coupled,0.5,13,1,0.0037175948888501105,0.5525615469574853,sigma,0
P2-n5,D-independent,coupled,0.5,13,2,0.42125212425616565,0.5525615469574853,sigma,0
P2-n5,D-independent,coupled,0.5,13,3,8.415751707956563e-07,0.5525615469574853,sigma,0
P2-n5,D-independent,coupled,0.5,13,4,7.900572364618502e-07,0.5525615469574853,sigma,0
P2-n5,D-independent,coupled,0.5,14,0,0.5771737724604049,0.5599947245616959,delta,1
P2-n5,D-independent,coupled,0.5,14,1,1.0000000001110223e-06,0.5599947245616959,delta,1
P2-n5,D-independent,coupled,0.5,14,2,0.42282358982044305,0.5599947245616959,delta,1
P2-n5,D-independent,coupled,0.5,14,3,8.447146360339421e-07,0.5599947245616959,delta,1
P2-n5,D-independent,coupled,0.5,14,4,7.930045159399069e-07,0.5599947245616959,delta,1
P2-n5,D-independent,coupled,0.5,15,0,0.49717413806358685,0.55999545576806,sigma,2
P2-n5,D-independent,coupled,0.5,15,1,8.613941967588128e-07,0.55999545576806,sigma,2
P2-n5,D-independent,coupled,0.5,15,2,0.5028235898204432,0.55999545576806,sigma,2
P2-n5,D-independent,coupled,0.5,15,3,7.27632285316087e-07,0.55999545576806,sigma,2
P2-n5,D-independent,coupled,0.5,15,4,6.830894879583291e-07,0.55999545576806,sigma,2
P2-n5,D-independent,coupled,0.5,16,0,0.4971739805037685,0.5599948219480427,delta,4
P2-n5,D-independent,coupled,0.5,16,1,8.613939237737503e-07,0.5599948219480427,delta,4
P2-n5,D-independent,coupled,0.5,16,2,0.5028234304702529,0.5599948219480427,delta,4
P2-n5,D-independent,coupled,0.5,16,3,7.276320547216092e-07,0.5599948219480427,delta,4
P2-n5,D-independent,coupled,0.5,16,4,1.0000000001110223e-06,0.5599948219480427,delta,4
P2-n5,D-independent,coupled,0.5,17,0,0.5771739805037684,0.5599956457800254,sigma,0
P2-n5,D-independent,coupled,0.5,17,1,7.243454990105675e-07,0.5599956457800254,sigma,0
P2-n5,D-independent,coupled,0.5,17,2,0.42282384238624426,0.5599956457800254,sigma,0
P2-n5,D-independent,coupled,0.5,17,3,6.118652444916048e-07,0.5599956457800254,sigma,0
P2-n5,D-independent,coupled,0.5,17,4,8.408992437718183e-07,0.5599956457800254,sigma,0
P2-n5,D-independent,coupled,0.5,18,0,0.5771737564823496,0.5599948695117294,delta,3
P2-n5,D-independent,coupled,0.5,18,1,7.243452178667322e-07,0.5599948695117294,delta,3
P2-n5,D-independent,coupled,0.5,18,2,0.42282367827351514,0.5599948695117294,delta,3
P2-n5,D-independent,coupled,0.5,18,3,1e-06,0.5599948695117294,delta,3
P2-n5,D-independent,coupled,0.5,18,4,8.408989173893961e-07,0.5599948695117294,delta,3
P2-n5,D-independent,coupled,0.5,19,0,0.49717411204012824,0.5599955806272867,sigma,2
P2-n5,D-independent,coupled,0.5,19,1,6.239467516649274e-07,0.5599955806272867,sigma,2
P2-n5,D-independent,coupled,0.5,19,2,0.5028236782735152,0.5599955806272867,sigma,2
P2-n5,D-independent,coupled,0.5,19,3,8.613941754216474e-07,0.5599955806272867,sigma,2
P2-n5,D-independent,coupled,0.5,19,4,7.243454295575949e-07,0.5599955806272867,sigma,2
P2-n5,D-independent,coupled,0.5,20,0,0.4971739250760717,0.5599948285219826,delta,1
P2-n5,D-independent,coupled,0.5,20,1,1e-06,0.5599948285219826,delta,1
P2-n5,D-independent,coupled,0.5,20,2,0.5028234891849196,0.5599948285219826,delta,1
P2-n5,D-independent,coupled,0.5,20,3,8.613938514913675e-07,0.5599948285219826,delta,1
P2-n5,D-independent,coupled,0.5,20,4,7.243451571649732e-07,0.5599948285219826,delta,1
P2-n5,D-independent,coupled,0.5,21,0,0.5771739250760717,0.5599956513079558,sigma,0
P2-n5,D-independent,coupled,0.5,21,1,8.40899261216509e-07,0.5599956513079558,sigma,0
P2-n5,D-independent,coupled,0.5,21,2,0.4228239005779062,0.5599956513079558,sigma,0
P2-n5,D-independent,coupled,0.5,21,3,7.243454533355342e-07,0.5599956513079558,sigma,0
P2-n5,D-independent,coupled,0.5,21,4,6.091013075257821e-07,0.5599956513079558,sigma,0
P2-n5,D-independent,coupled,0.5,22,0,0.5771736994594017,0.5599948695117946,delta,4
P2-n5,D-independent,coupled,0.5,22,1,8.408989325098871e-07,0.5599948695117946,delta,4
P2-n5,D-independent,coupled,0.5,22,2,0.42282373529649564,0.5599948695117946,delta,4
P2-n5,D-independent,coupled,0.5,22,3,7.243451701896712e-07,0.5599948695117946,delta,4
P2-n5,D-independent,coupled,0.5,22,4,1e-06,0.5599948695117946,delta,4
P2-n5,D-independent,coupled,0.5,23,0,0.49717405501721096,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.5,23,1,7.243454310672238e-07,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.5,23,2,0.5028237352964956,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.5,23,3,6.239467006771707e-07,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.5,23,4,8.613941617278805e-07,0.5599955806274131,sigma,2
P2-n5,D-independent,coupled,0.5,24,0,0.49717386805315056,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.5,24,1,7.243451586745646e-07,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.5,24,2,0.502823546207853,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.5,24,3,1e-06,0.559994828522007,delta,3
P2-n5,D-independent,coupled,0.5,24,4,8.613938377975619e-07,0.559994828522007,delta,3
P2-n5,D-mismatch,uncoupled,0.0,1,0,0.28,0.52,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,1,1,0.18,0.52,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,1,2,0.18,0.52,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,1,3,0.18,0.52,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,1,4,0.18,0.52,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,2,0,0.3073170731707317,0.4302439024390245,delta,1
P2-n5,D-mismatch,uncoupled,0.0,2,1,0.1000000000000001,0.4302439024390245,delta,1
P2-n5,D-mismatch,uncoupled,0.0,2,2,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-mismatch,uncoupled,0.0,2,3,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-mismatch,uncoupled,0.0,2,4,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-mismatch,uncoupled,0.0,3,0,0.27667877529839124,0.35145970791014897,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,3,1,0.0900303951367782,0.35145970791014897,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,3,2,0.27756097560975607,0.35145970791014897,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,3,3,0.17786492697753722,0.35145970791014897,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,3,4,0.17786492697753722,0.35145970791014897,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,4,0,0.3036017259791081,0.27521447240458624,delta,4
P2-n5,D-mismatch,uncoupled,0.0,4,1,0.09879103781859878,0.27521447240458624,delta,4
P2-n5,D-mismatch,uncoupled,0.0,4,2,0.3045697710953293,0.27521447240458624,delta,4
P2-n5,D-mismatch,uncoupled,0.0,4,3,0.19517253812942664,0.27521447240458624,delta,4
P2-n5,D-mismatch,uncoupled,0.0,4,4,0.09786492697753722,0.27521447240458624,delta,4
P2-n5,D-mismatch,uncoupled,0.0,5,0,0.38360172597910813,0.1587485220848524,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,5,1,0.08744224026938083,0.1587485220848524,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,5,2,0.26958177270908484,0.1587485220848524,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,5,3,0.1727517429712156,0.1587485220848524,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,5,4,0.08662251807121056,0.1587485220848524,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,6,0,0.4206983747995611,0.10130287785025249,delta,3
P2-n5,D-mismatch,uncoupled,0.0,6,1,0.095898443304097,0.10130287785025249,delta,3
P2-n5,D-mismatch,uncoupled,0.0,6,2,0.2956519900029683,0.10130287785025249,delta,3
P2-n5,D-mismatch,uncoupled,0.0,6,3,0.09275174297121559,0.10130287785025249,delta,3
P2-n5,D-mismatch,uncoupled,0.0,6,4,0.0949994489221579,0.10130287785025249,delta,3
P2-n5,D-mismatch,uncoupled,0.0,7,0,0.37291536199015923,0.23972276175450416,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,7,1,0.08500627727900935,0.23972276175450416,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,7,2,0.37565199000296834,0.23972276175450416,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,7,3,0.0822169798535793,0.23972276175450416,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,7,4,0.08420939087428372,0.23972276175450416,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,8,0,0.40552020748625217,0.32013623248472517,delta,1
P2-n5,D-mismatch,uncoupled,0.0,8,1,0.005006277279009347,0.32013623248472517,delta,1
P2-n5,D-mismatch,uncoupled,0.0,8,2,0.40849610516352813,0.32013623248472517,delta,1
P2-n5,D-mismatch,uncoupled,0.0,8,3,0.08940539899237594,0.32013623248472517,delta,1
P2-n5,D-mismatch,uncoupled,0.0,8,4,0.09157201107883452,0.32013623248472517,delta,1
P2-n5,D-mismatch,uncoupled,0.0,9,0,0.4855202074862522,0.2765868773652079,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,9,1,0.0043325753510981705,0.2765868773652079,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,9,2,0.3535241972456883,0.2765868773652079,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,9,3,0.0773739859662979,0.2765868773652079,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,9,4,0.0792490339506635,0.2765868773652079,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,10,0,0.5273084035407127,0.3825200876793372,delta,4
P2-n5,D-mismatch,uncoupled,0.0,10,1,0.004705475398100931,0.3825200876793372,delta,4
P2-n5,D-mismatch,uncoupled,0.0,10,2,0.3839516402989559,0.3825200876793372,delta,4
P2-n5,D-mismatch,uncoupled,0.0,10,3,0.08403348076223034,0.3825200876793372,delta,4
P2-n5,D-mismatch,uncoupled,0.0,10,4,1.0000000001110223e-06,0.3825200876793372,delta,4
P2-n5,D-mismatch,uncoupled,0.0,11,0,0.45883216848713937,0.4055676175721905,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,11,1,0.004094422668359467,0.4055676175721905,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,11,2,0.4639516402989559,0.4055676175721905,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,11,3,0.07312089840548029,0.4055676175721905,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,11,4,8.701400650116022e-07,0.4055676175721905,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,12,0,0.495028649222577,0.5511612731688814,delta,3
P2-n5,D-mismatch,uncoupled,0.0,12,1,0.004417424631640877,0.5511612731688814,delta,3
P2-n5,D-mismatch,uncoupled,0.0,12,2,0.5005519873618637,0.5511612731688814,delta,3
P2-n5,D-mismatch,uncoupled,0.0,12,3,1e-06,0.5511612731688814,delta,3
P2-n5,D-mismatch,uncoupled,0.0,12,4,9.387839183930543e-07,0.5511612731688814,delta,3
P2-n5,D-mismatch,uncoupled,0.0,13,0,0.575028649222577,0.5525615469574853,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,13,1,0.0037175948888501105,0.5525615469574853,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,13,2,0.42125212425616565,0.5525615469574853,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,13,3,8.415751707956563e-07,0.5525615469574853,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,13,4,7.900572364618502e-07,0.5525615469574853,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,14,0,0.5771737724604049,0.5599947245616959,delta,1
P2-n5,D-mismatch,uncoupled,0.0,14,1,1.0000000001110223e-06,0.5599947245616959,delta,1
P2-n5,D-mismatch,uncoupled,0.0,14,2,0.42282358982044305,0.5599947245616959,delta,1
P2-n5,D-mismatch,uncoupled,0.0,14,3,8.447146360339421e-07,0.5599947245616959,delta,1
P2-n5,D-mismatch,uncoupled,0.0,14,4,7.930045159399069e-07,0.5599947245616959,delta,1
P2-n5,D-mismatch,uncoupled,0.0,15,0,0.49717413806358685,0.55999545576806,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,15,1,8.613941967588128e-07,0.55999545576806,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,15,2,0.5028235898204432,0.55999545576806,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,15,3,7.27632285316087e-07,0.55999545576806,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,15,4,6.830894879583291e-07,0.55999545576806,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,16,0,0.4971739805037685,0.5599948219480427,delta,4
P2-n5,D-mismatch,uncoupled,0.0,16,1,8.613939237737503e-07,0.5599948219480427,delta,4
P2-n5,D-mismatch,uncoupled,0.0,16,2,0.5028234304702529,0.5599948219480427,delta,4
P2-n5,D-mismatch,uncoupled,0.0,16,3,7.276320547216092e-07,0.5599948219480427,delta,4
P2-n5,D-mismatch,uncoupled,0.0,16,4,1.0000000001110223e-06,0.5599948219480427,delta,4
P2-n5,D-mismatch,uncoupled,0.0,17,0,0.5771739805037684,0.5599956457800254,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,17,1,7.243454990105675e-07,0.5599956457800254,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,17,2,0.42282384238624426,0.5599956457800254,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,17,3,6.118652444916048e-07,0.5599956457800254,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,17,4,8.408992437718183e-07,0.5599956457800254,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,18,0,0.5771737564823496,0.5599948695117294,delta,3
P2-n5,D-mismatch,uncoupled,0.0,18,1,7.243452178667322e-07,0.5599948695117294,delta,3
P2-n5,D-mismatch,uncoupled,0.0,18,2,0.42282367827351514,0.5599948695117294,delta,3
P2-n5,D-mismatch,uncoupled,0.0,18,3,1e-06,0.5599948695117294,delta,3
P2-n5,D-mismatch,uncoupled,0.0,18,4,8.408989173893961e-07,0.5599948695117294,delta,3
P2-n5,D-mismatch,uncoupled,0.0,19,0,0.49717411204012824,0.5599955806272867,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,19,1,6.239467516649274e-07,0.5599955806272867,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,19,2,0.5028236782735152,0.5599955806272867,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,19,3,8.613941754216474e-07,0.5599955806272867,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,19,4,7.243454295575949e-07,0.5599955806272867,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,20,0,0.4971739250760717,0.5599948285219826,delta,1
P2-n5,D-mismatch,uncoupled,0.0,20,1,1e-06,0.5599948285219826,delta,1
P2-n5,D-mismatch,uncoupled,0.0,20,2,0.5028234891849196,0.5599948285219826,delta,1
P2-n5,D-mismatch,uncoupled,0.0,20,3,8.613938514913675e-07,0.5599948285219826,delta,1
P2-n5,D-mismatch,uncoupled,0.0,20,4,7.243451571649732e-07,0.5599948285219826,delta,1
P2-n5,D-mismatch,uncoupled,0.0,21,0,0.5771739250760717,0.5599956513079558,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,21,1,8.40899261216509e-07,0.5599956513079558,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,21,2,0.4228239005779062,0.5599956513079558,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,21,3,7.243454533355342e-07,0.5599956513079558,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,21,4,6.091013075257821e-07,0.5599956513079558,sigma,0
P2-n5,D-mismatch,uncoupled,0.0,22,0,0.5771736994594017,0.5599948695117946,delta,4
P2-n5,D-mismatch,uncoupled,0.0,22,1,8.408989325098871e-07,0.5599948695117946,delta,4
P2-n5,D-mismatch,uncoupled,0.0,22,2,0.42282373529649564,0.5599948695117946,delta,4
P2-n5,D-mismatch,uncoupled,0.0,22,3,7.243451701896712e-07,0.5599948695117946,delta,4
P2-n5,D-mismatch,uncoupled,0.0,22,4,1e-06,0.5599948695117946,delta,4
P2-n5,D-mismatch,uncoupled,0.0,23,0,0.49717405501721096,0.5599955806274131,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,23,1,7.243454310672238e-07,0.5599955806274131,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,23,2,0.5028237352964956,0.5599955806274131,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,23,3,6.239467006771707e-07,0.5599955806274131,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,23,4,8.613941617278805e-07,0.5599955806274131,sigma,2
P2-n5,D-mismatch,uncoupled,0.0,24,0,0.49717386805315056,0.559994828522007,delta,3
P2-n5,D-mismatch,uncoupled,0.0,24,1,7.243451586745646e-07,0.559994828522007,delta,3
P2-n5,D-mismatch,uncoupled,0.0,24,2,0.502823546207853,0.559994828522007,delta,3
P2-n5,D-mismatch,uncoupled,0.0,24,3,1e-06,0.559994828522007,delta,3
P2-n5,D-mismatch,uncoupled,0.0,24,4,8.613938377975619e-07,0.559994828522007,delta,3
P2-n5,D-mismatch,coupled,0.1,1,0,0.28,0.5125866398794576,sigma,0
P2-n5,D-mismatch,coupled,0.1,1,1,0.17611250627825215,0.5125866398794576,sigma,0
P2-n5,D-mismatch,coupled,0.1,1,2,0.18370668006027124,0.5125866398794576,sigma,0
P2-n5,D-mismatch,coupled,0.1,1,3,0.1808136614766449,0.5125866398794576,sigma,0
P2-n5,D-mismatch,coupled,0.1,1,4,0.17936715218483176,0.5125866398794576,sigma,0
P2-n5,D-mismatch,coupled,0.1,2,0,0.3075994745095621,0.4198800475302991,delta,1
P2-n5,D-mismatch,coupled,0.1,2,1,0.09611250627825214,0.4198800475302991,delta,1
P2-n5,D-mismatch,coupled,0.1,2,2,0.20634799544703625,0.4198800475302991,delta,1
P2-n5,D-mismatch,coupled,0.1,2,3,0.1940123186645427,0.4198800475302991,delta,1
P2-n5,D-mismatch,coupled,0.1,2,4,0.1959277051006069,0.4198800475302991,delta,1
P2-n5,D-mismatch,coupled,0.1,3,0,0.2778538378715943,0.35354650202713683,sigma,2
P2-n5,D-mismatch,coupled,0.1,3,1,0.0853729111148373,0.35354650202713683,sigma,2
P2-n5,D-mismatch,coupled,0.1,3,2,0.28634799544703626,0.35354650202713683,sigma,2
P2-n5,D-mismatch,coupled,0.1,3,3,0.17055369636773154,0.35354650202713683,sigma,2
P2-n5,D-mismatch,coupled,0.1,3,4,0.17987155919880063,0.35354650202713683,sigma,2
P2-n5,D-mismatch,coupled,0.1,4,0,0.3093068020066628,0.28179766092745795,delta,4
P2-n5,D-mismatch,coupled,0.1,4,1,0.08979436752960825,0.28179766092745795,delta,4
P2-n5,D-mismatch,coupled,0.1,4,2,0.312906489446436,0.28179766092745795,delta,4
P2-n5,D-mismatch,coupled,0.1,4,3,0.18812078181849232,0.28179766092745795,delta,4
P2-n5,D-mismatch,coupled,0.1,4,4,0.09987155919880063,0.28179766092745795,delta,4
P2-n5,D-mismatch,coupled,0.1,5,0,0.3893068020066628,0.15101027528061217,sigma,0
P2-n5,D-mismatch,coupled,0.1,5,1,0.0751880603530311,0.15101027528061217,sigma,0
P2-n5,D-mismatch,coupled,0.1,5,2,0.28095763938615365,0.15101027528061217,sigma,0
P2-n5,D-mismatch,coupled,0.1,5,3,0.16720305512157893,0.15101027528061217,sigma,0
P2-n5,D-mismatch,coupled,0.1,5,4,0.0873444431325735,0.15101027528061217,sigma,0
P2-n5,D-mismatch,coupled,0.1,6,0,0.42137541442082815,0.13873095552829343,delta,3
P2-n5,D-mismatch,coupled,0.1,6,1,0.0820560526934462,0.13873095552829343,delta,3
P2-n5,D-mismatch,coupled,0.1,6,2,0.30836763759488706,0.13873095552829343,delta,3
P2-n5,D-mismatch,coupled,0.1,6,3,0.08720305512157893,0.13873095552829343,delta,3
P2-n5,D-mismatch,coupled,0.1,6,4,0.10099784016925967,0.13873095552829343,delta,3
P2-n5,D-mismatch,coupled,0.1,7,0,0.37458534549265177,0.28199043068116664,sigma,2
P2-n5,D-mismatch,coupled,0.1,7,1,0.07152210894072482,0.28199043068116664,sigma,2
P2-n5,D-mismatch,coupled,0.1,7,2,0.38836763759488707,0.28199043068116664,sigma,2
P2-n5,D-mismatch,coupled,0.1,7,3,0.0728973302260401,0.28199043068116664,sigma,2
P2-n5,D-mismatch,coupled,0.1,7,4,0.09262757774569627,0.28199043068116664,sigma,2
P2-n5,D-mismatch,coupled,0.1,8,0,0.40358148371347197,0.36249331123573614,delta,1
P2-n5,D-mismatch,coupled,0.1,8,1,1.0000000001110223e-06,0.36249331123573614,delta,1
P2-n5,D-mismatch,coupled,0.1,8,2,0.4218285501195495,0.36249331123573614,delta,1
P2-n5,D-mismatch,coupled,0.1,8,3,0.07517086066865986,0.36249331123573614,delta,1
P2-n5,D-mismatch,coupled,0.1,8,4,0.09941810549831857,0.36249331123573614,delta,1
