pattern,condition,system,beta,turn,candidate,weight,distance_to_w_star,operator,target
P1-n4,D-mismatch,coupled,0.5,23,1,0.09300183884413649,0.6498229338976362,delta,3
P1-n4,D-mismatch,coupled,0.5,23,2,0.0020856942070452116,0.6498229338976362,delta,3
P1-n4,D-mismatch,coupled,0.5,23,3,1.0000000002220446e-06,0.6498229338976362,delta,3
P1-n4,D-mismatch,coupled,0.5,24,0,0.984911466948818,0.809822933897636,sigma,0
P1-n4,D-mismatch,coupled,0.5,24,1,0.011526610679695294,0.809822933897636,sigma,0
P1-n4,D-mismatch,coupled,0.5,24,2,0.0035617450440312494,0.809822933897636,sigma,0
P1-n4,D-mismatch,coupled,0.5,24,3,1.7732745541759475e-07,0.809822933897636,sigma,0
P2-n5,D-dependent,uncoupled,0.0,1,0,0.28,0.52,sigma,0
P2-n5,D-dependent,uncoupled,0.0,1,1,0.18,0.52,sigma,0
P2-n5,D-dependent,uncoupled,0.0,1,2,0.18,0.52,sigma,0
P2-n5,D-dependent,uncoupled,0.0,1,3,0.18,0.52,sigma,0
P2-n5,D-dependent,uncoupled,0.0,1,4,0.18,0.52,sigma,0
P2-n5,D-dependent,uncoupled,0.0,2,0,0.3073170731707317,0.4302439024390245,delta,1
P2-n5,D-dependent,uncoupled,0.0,2,1,0.1000000000000001,0.4302439024390245,delta,1
P2-n5,D-dependent,uncoupled,0.0,2,2,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-dependent,uncoupled,0.0,2,3,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-dependent,uncoupled,0.0,2,4,0.19756097560975608,0.4302439024390245,delta,1
P2-n5,D-dependent,uncoupled,0.0,3,0,0.27667877529839124,0.35145970791014897,sigma,2
P2-n5,D-dependent,uncoupled,0.0,3,1,0.0900303951367782,0.35145970791014897,sigma,2
P2-n5,D-dependent,uncoupled,0.0,3,2,0.27756097560975607,0.35145970791014897,sigma,2
P2-n5,D-dependent,uncoupled,0.0,3,3,0.17786492697753722,0.35145970791014897,sigma,2
P2-n5,D-dependent,uncoupled,0.0,3,4,0.17786492697753722,0.35145970791014897,sigma,2
P2-n5,D-dependent,uncoupled,0.0,4,0,0.3036017259791081,0.27521447240458624,delta,4
P2-n5,D-dependent,uncoupled,0.0,4,1,0.09879103781859878,0.27521447240458624,delta,4
P2-n5,D-dependent,uncoupled,0.0,4,2,0.3045697710953293,0.27521447240458624,delta,4
P2-n5,D-dependent,uncoupled,0.0,4,3,0.19517253812942664,0.27521447240458624,delta,4
P2-n5,D-dependent,uncoupled,0.0,4,4,0.09786492697753722,0.27521447240458624,delta,4
P2-n5,D-dependent,uncoupled,0.0,5,0,0.38360172597910813,0.1587485220848524,sigma,0
P2-n5,D-dependent,uncoupled,0.0,5,1,0.08744224026938083,0.1587485220848524,sigma,0
P2-n5,D-dependent,uncoupled,0.0,5,2,0.26958177270908484,0.1587485220848524,sigma,0
P2-n5,D-dependent,uncoupled,0.0,5,3,0.1727517429712156,0.1587485220848524,sigma,0
P2-n5,D-dependent,uncoupled,0.0,5,4,0.08662251807121056,0.1587485220848524,sigma,0
P2-n5,D-dependent,uncoupled,0.0,6,0,0.4206983747995611,0.10130287785025249,delta,3
P2-n5,D-dependent,uncoupled,0.0,6,1,0.095898443304097,0.10130287785025249,delta,3
P2-n5,D-dependent,uncoupled,0.0,6,2,0.2956519900029683,0.10130287785025249,delta,3
P2-n5,D-dependent,uncoupled,0.0,6,3,0.09275174297121559,0.10130287785025249,delta,3
P2-n5,D-dependent,uncoupled,0.0,6,4,0.0949994489221579,0.10130287785025249,delta,3
P2-n5,D-dependent,uncoupled,0.0,7,0,0.37291536199015923,0.23972276175450416,sigma,2
P2-n5,D-dependent,uncoupled,0.0,7,1,0.08500627727900935,0.23972276175450416,sigma,2
P2-n5,D-dependent,uncoupled,0.0,7,2,0.37565199000296834,0.23972276175450416,sigma,2
P2-n5,D-dependent,uncoupled,0.0,7,3,0.0822169798535793,0.23972276175450416,sigma,2
P2-n5,D-dependent,uncoupled,0.0,7,4,0.08420939087428372,0.23972276175450416,sigma,2
P2-n5,D-dependent,uncoupled,0.0,8,0,0.40552020748625217,0.32013623248472517,delta,1
P2-n5,D-dependent,uncoupled,0.0,8,1,0.005006277279009347,0.32013623248472517,delta,1
P2-n5,D-dependent,uncoupled,0.0,8,2,0.40849610516352813,0.32013623248472517,delta,1
P2-n5,D-dependent,uncoupled,0.0,8,3,0.08940539899237594,0.32013623248472517,delta,1
P2-n5,D-dependent,uncoupled,0.0,8,4,0.09157201107883452,0.32013623248472517,delta,1
P2-n5,D-dependent,uncoupled,0.0,9,0,0.4855202074862522,0.2765868773652079,sigma,0
P2-n5,D-dependent,uncoupled,0.0,9,1,0.0043325753510981705,0.2765868773652079,sigma,0
P2-n5,D-dependent,uncoupled,0.0,9,2,0.3535241972456883,0.2765868773652079,sigma,0
P2-n5,D-dependent,uncoupled,0.0,9,3,0.0773739859662979,0.2765868773652079,sigma,0
P2-n5,D-dependent,uncoupled,0.0,9,4,0.0792490339506635,0.2765868773652079,sigma,0
P2-n5,D-dependent,uncoupled,0.0,10,0,0.5273084035407127,0.3825200876793372,delta,4
P2-n5,D-dependent,uncoupled,0.0,10,1,0.004705475398100931,0.3825200876793372,delta,4
P2-n5,D-dependent,uncoupled,0.0,10,2,0.3839516402989559,0.3825200876793372,delta,4
P2-n5,D-dependent,uncoupled,0.0,10,3,0.08403348076223034,0.3825200876793372,delta,4
P2-n5,D-dependent,uncoupled,0.0,10,4,1.0000000001110223e-06,0.3825200876793372,delta,4
P2-n5,D-dependent,uncoupled,0.0,11,0,0.45883216848713937,0.4055676175721905,sigma,2
P2-n5,D-dependent,uncoupled,0.0,11,1,0.004094422668359467,0.4055676175721905,sigma,2
P2-n5,D-dependent,uncoupled,0.0,11,2,0.4639516402989559,0.4055676175721905,sigma,2
P2-n5,D-dependent,uncoupled,0.0,11,3,0.07312089840548029,0.4055676175721905,sigma,2
P2-n5,D-dependent,uncoupled,0.0,11,4,8.701400650116022e-07,0.4055676175721905,sigma,2
P2-n5,D-dependent,uncoupled,0.0,12,0,0.495028649222577,0.5511612731688814,delta,3
P2-n5,D-dependent,uncoupled,0.0,12,1,0.004417424631640877,0.5511612731688814,delta,3
P2-n5,D-dependent,uncoupled,0.0,12,2,0.5005519873618637,0.5511612731688814,delta,3
P2-n5,D-dependent,uncoupled,0.0,12,3,1e-06,0.5511612731688814,delta,3
P2-n5,D-dependent,uncoupled,0.0,12,4,9.387839183930543e-07,0.5511612731688814,delta,3
P2-n5,D-dependent,uncoupled,0.0,13,0,0.575028649222577,0.5525615469574853,sigma,0
P2-n5,D-dependent,uncoupled,0.0,13,1,0.0037175948888501105,0.5525615469574853,sigma,0
P2-n5,D-dependent,uncoupled,0.0,13,2,0.42125212425616565,0.5525615469574853,sigma,0
P2-n5,D-dependent,uncoupled,0.0,13,3,8.415751707956563e-07,0.5525615469574853,sigma,0
P2-n5,D-dependent,uncoupled,0.0,13,4,7.900572364618502e-07,0.5525615469574853,sigma,0
P2-n5,D-dependent,uncoupled,0.0,14,0,0.5771737724604049,0.5599947245616959,delta,1
P2-n5,D-dependent,uncoupled,0.0,14,1,1.0000000001110223e-06,0.5599947245616959,delta,1
P2-n5,D-dependent,uncoupled,0.0,14,2,0.42282358982044305,0.5599947245616959,delta,1
P2-n5,D-dependent,uncoupled,0.0,14,3,8.447146360339421e-07,0.5599947245616959,delta,1
P2-n5,D-dependent,uncoupled,0.0,14,4,7.930045159399069e-07,0.5599947245616959,delta,1
P2-n5,D-dependent,uncoupled,0.0,15,0,0.49717413806358685,0.55999545576806,sigma,2
P2-n5,D-dependent,uncoupled,0.0,15,1,8.613941967588128e-07,0.55999545576806,sigma,2
P2-n5,D-dependent,uncoupled,0.0,15,2,0.5028235898204432,0.55999545576806,sigma,2
P2-n5,D-dependent,uncoupled,0.0,15,3,7.27632285316087e-07,0.55999545576806,sigma,2
P2-n5,D-dependent,uncoupled,0.0,15,4,6.830894879583291e-07,0.55999545576806,sigma,2
P2-n5,D-dependent,uncoupled,0.0,16,0,0.4971739805037685,0.5599948219480427,delta,4
P2-n5,D-dependent,uncoupled,0.0,16,1,8.613939237737503e-07,0.5599948219480427,delta,4
P2-n5,D-dependent,uncoupled,0.0,16,2,0.5028234304702529,0.5599948219480427,delta,4
P2-n5,D-dependent,uncoupled,0.0,16,3,7.276320547216092e-07,0.5599948219480427,delta,4
P2-n5,D-dependent,uncoupled,0.0,16,4,1.0000000001110223e-06,0.5599948219480427,delta,4
P2-n5,D-dependent,uncoupled,0.0,17,0,0.5771739805037684,0.5599956457800254,sigma,0
P2-n5,D-dependent,uncoupled,0.0,17,1,7.243454990105675e-07,0.5599956457800254,sigma,0
P2-n5,D-dependent,uncoupled,0.0,17,2,0.42282384238624426,0.5599956457800254,sigma,0
P2-n5,D-dependent,uncoupled,0.0,17,3,6.118652444916048e-07,0.5599956457800254,sigma,0
P2-n5,D-dependent,uncoupled,0.0,17,4,8.408992437718183e-07,0.5599956457800254,sigma,0
P2-n5,D-dependent,uncoupled,0.0,18,0,0.5771737564823496,0.5599948695117294,delta,3
P2-n5,D-dependent,uncoupled,0.0,18,1,7.243452178667322e-07,0.5599948695117294,delta,3
P2-n5,D-dependent,uncoupled,0.0,18,2,0.42282367827351514,0.5599948695117294,delta,3
P2-n5,D-dependent,uncoupled,0.0,18,3,1e-06,0.5599948695117294,delta,3
P2-n5,D-dependent,uncoupled,0.0,18,4,8.408989173893961e-07,0.5599948695117294,delta,3
P2-n5,D-dependent,uncoupled,0.0,19,0,0.49717411204012824,0.5599955806272867,sigma,2
P2-n5,D-dependent,uncoupled,0.0,19,1,6.239467516649274e-07,0.5599955806272867,sigma,2
P2-n5,D-dependent,uncoupled,0.0,19,2,0.5028236782735152,0.5599955806272867,sigma,2
P2-n5,D-dependent,uncoupled,0.0,19,3,8.613941754216474e-07,0.5599955806272867,sigma,2
P2-n5,D-dependent,uncoupled,0.0,19,4,7.243454295575949e-07,0.5599955806272867,sigma,2
P2-n5,D-dependent,uncoupled,0.0,20,0,0.4971739250760717,0.5599948285219826,delta,1
P2-n5,D-dependent,uncoupled,0.0,20,1,1e-06,0.5599948285219826,delta,1
P2-n5,D-dependent,uncoupled,0.0,20,2,0.5028234891849196,0.5599948285219826,delta,1
P2-n5,D-dependent,uncoupled,0.0,20,3,8.613938514913675e-07,0.5599948285219826,delta,1
P2-n5,D-dependent,uncoupled,0.0,20,4,7.243451571649732e-07,0.5599948285219826,delta,1
P2-n5,D-dependent,uncoupled,0.0,21,0,0.5771739250760717,0.5599956513079558,sigma,0
P2-n5,D-dependent,uncoupled,0.0,21,1,8.40899261216509e-07,0.5599956513079558,sigma,0
P2-n5,D-dependent,uncoupled,0.0,21,2,0.4228239005779062,0.5599956513079558,sigma,0
P2-n5,D-dependent,uncoupled,0.0,21,3,7.243454533355342e-07,0.5599956513079558,sigma,0
P2-n5,D-dependent,uncoupled,0.0,21,4,6.091013075257821e-07,0.5599956513079558,sigma,0
P2-n5,D-dependent,uncoupled,0.0,22,0,0.5771736994594017,0.5599948695117946,delta,4
P2-n5,D-dependent,uncoupled,0.0,22,1,8.408989325098871e-07,0.5599948695117946,delta,4
P2-n5,D-dependent,uncoupled,0.0,22,2,0.42282373529649564,0.5599948695117946,delta,4
P2-n5,D-dependent,uncoupled,0.0,22,3,7.243451701896712e-07,0.5599948695117946,delta,4
P2-n5,D-dependent,uncoupled,0.0,22,4,1e-06,0.5599948695117946,delta,4
P2-n5,D-dependent,uncoupled,0.0,23,0,0.49717405501721096,0.5599955806274131,sigma,2
P2-n5,D-dependent,uncoupled,0.0,23,1,7.243454310672238e-07,0.5599955806274131,sigma,2
P2-n5,D-dependent,uncoupled,0.0,23,2,0.5028237352964956,0.5599955806274131,sigma,2
P2-n5,D-dependent,uncoupled,0.0,23,3,6.239467006771707e-07,0.5599955806274131,sigma,2
P2-n5,D-dependent,uncoupled,0.0,23,4,8.613941617278805e-07,0.5599955806274131,sigma,2
P2-n5,D-dependent,uncoupled,0.0,24,0,0.49717386805315056,0.559994828522007,delta,3
P2-n5,D-dependent,uncoupled,0.0,24,1,7.243451586745646e-07,0.559994828522007,delta,3
P2-n5,D-dependent,uncoupled,0.0,24,2,0.502823546207853,0.559994828522007,delta,3
P2-n5,D-dependent,uncoupled,0.0,24,3,1e-06,0.559994828522007,delta,3
P2-n5,D-dependent,uncoupled,0.0,24,4,8.613938377975619e-07,0.559994828522007,delta,3
P2-n5,D-dependent,coupled,0.1,1,0,0.28,0.5273469387755102,sigma,0
P2-n5,D-dependent,coupled,0.1,1,1,0.18385266301642608,0.5273469387755102,sigma,0
P2-n5,D-dependent,coupled,0.1,1,2,0.17632653061224488,0.5273469387755102,sigma,0
P2-n5,D-dependent,coupled,0.1,1,3,0.17919362867098057,0.5273469387755102,sigma,0
P2-n5,D-dependent,coupled,0.1,1,4,0.18062717770034842,0.5273469387755102,sigma,0
P2-n5,D-dependent,coupled,0.1,2,0,0.30704354966247405,0.4484466837166634,delta,1
P2-n5,D-dependent,coupled,0.1,2,1,0.10385266301642608,0.4484466837166634,delta,1
P2-n5,D-dependent,coupled,0.1,2,2,0.18873310847919428,0.4484466837166634,delta,1
P2-n5,D-dependent,coupled,0.1,2,3,0.20115943672039177,0.4484466837166634,delta,1
P2-n5,D-dependent,coupled,0.1,2,4,0.19921124212151384,0.4484466837166634,delta,1
P2-n5,D-dependent,coupled,0.1,3,0,0.2755428947470725,0.36218017106251277,sigma,2
P2-n5,D-dependent,coupled,0.1,3,1,0.09463391124247685,0.36218017106251277,sigma,2
P2-n5,D-dependent,coupled,0.1,3,2,0.2687331084791943,0.36218017106251277,sigma,2
P2-n5,D-dependent,coupled,0.1,3,3,0.18518831160862342,0.36218017106251277,sigma,2
P2-n5,D-dependent,coupled,0.1,3,4,0.17590177392263295,0.36218017106251277,sigma,2
P2-n5,D-dependent,coupled,0.1,4,0,0.2978879463785725,0.28422410724285485,delta,4
P2-n5,D-dependent,coupled,0.1,4,1,0.10780214117878366,0.28422410724285485,delta,4
P2-n5,D-dependent,coupled,0.1,4,2,0.29611414009490705,0.28422410724285485,delta,4
P2-n5,D-dependent,coupled,0.1,4,3,0.20229399842510376,0.28422410724285485,delta,4
P2-n5,D-dependent,coupled,0.1,4,4,0.09590177392263295,0.28422410724285485,delta,4
P2-n5,D-dependent,coupled,0.1,5,0,0.37788794637857254,0.16856278320654033,sigma,0
P2-n5,D-dependent,coupled,0.1,5,1,0.09961569134550073,0.16856278320654033,sigma,0
P2-n5,D-dependent,coupled,0.1,5,2,0.25821497067265664,0.16856278320654033,sigma,0
P2-n5,D-dependent,coupled,0.1,5,3,0.17832986435433895,0.16856278320654033,sigma,0
P2-n5,D-dependent,coupled,0.1,5,4,0.08595152724893124,0.16856278320654033,sigma,0
P2-n5,D-dependent,coupled,0.1,6,0,0.4200319817724376,0.0832763077464469,delta,3
P2-n5,D-dependent,coupled,0.1,6,1,0.10979559088420116,0.0832763077464469,delta,3
P2-n5,D-dependent,coupled,0.1,6,2,0.282838897709551,0.0832763077464469,delta,3
P2-n5,D-dependent,coupled,0.1,6,3,0.09832986435433895,0.0832763077464469,delta,3
P2-n5,D-dependent,coupled,0.1,6,4,0.08900366527947133,0.0832763077464469,delta,3
P2-n5,D-dependent,coupled,0.1,7,0,0.3713131017377247,0.19738064890632506,sigma,2
P2-n5,D-dependent,coupled,0.1,7,1,0.09847498325384314,0.19738064890632506,sigma,2
P2-n5,D-dependent,coupled,0.1,7,2,0.362838897709551,0.19738064890632506,sigma,2
P2-n5,D-dependent,coupled,0.1,7,3,0.0915215905552696,0.19738064890632506,sigma,2
P2-n5,D-dependent,coupled,0.1,7,4,0.0758514267436115,0.19738064890632506,sigma,2
P2-n5,D-dependent,coupled,0.1,8,0,0.40413470123528217,0.2676996186385814,delta,1
P2-n5,D-dependent,coupled,0.1,8,1,0.01847498325384314,0.2676996186385814,delta,1
P2-n5,D-dependent,coupled,0.1,8,2,0.3909363460386589,0.2676996186385814,delta,1
P2-n5,D-dependent,coupled,0.1,8,3,0.10354050619158398,0.2676996186385814,delta,1
P2-n5,D-dependent,coupled,0.1,8,4,0.0829134632806318,0.2676996186385814,delta,1
P2-n5,D-dependent,coupled,0.1,9,0,0.4841347012352822,0.22105135825043837,sigma,0
P2-n5,D-dependent,coupled,0.1,9,1,0.02037332658731088,0.22105135825043837,sigma,0
P2-n5,D-dependent,coupled,0.1,9,2,0.33366356051524826,0.22105135825043837,sigma,0
P2-n5,D-dependent,coupled,0.1,9,3,0.08910099428746994,0.22105135825043837,sigma,0
P2-n5,D-dependent,coupled,0.1,9,4,0.07272741737468878,0.22105135825043837,sigma,0
P2-n5,D-dependent,coupled,0.1,10,0,0.5188388092820142,0.31989247827313344,delta,4
P2-n5,D-dependent,coupled,0.1,10,1,0.025197362202143053,0.31989247827313344,delta,4
P2-n5,D-dependent,coupled,0.1,10,2,0.3611074298545525,0.31989247827313344,delta,4
P2-n5,D-dependent,coupled,0.1,10,3,0.0948553986612901,0.31989247827313344,delta,4
P2-n5,D-dependent,coupled,0.1,10,4,1.0000000001110223e-06,0.31989247827313344,delta,4
P2-n5,D-dependent,coupled,0.1,11,0,0.44909167151406026,0.3403982027372256,sigma,2
P2-n5,D-dependent,coupled,0.1,11,1,0.023195011568586808,0.3403982027372256,sigma,2
P2-n5,D-dependent,coupled,0.1,11,2,0.44110742985455254,0.3403982027372256,sigma,2
P2-n5,D-dependent,coupled,0.1,11,3,0.08660502149210005,0.3403982027372256,sigma,2
P2-n5,D-dependent,coupled,0.1,11,4,8.655707003404925e-07,0.3403982027372256,sigma,2
P2-n5,D-dependent,coupled,0.1,12,0,0.4910455465283451,0.4964229089565458,delta,3
P2-n5,D-dependent,coupled,0.1,12,1,0.025182438346256227,0.4964229089565458,delta,3
P2-n5,D-dependent,coupled,0.1,12,2,0.4771659079499278,0.4964229089565458,delta,3
P2-n5,D-dependent,coupled,0.1,12,3,0.006605021492100044,0.4964229089565458,delta,3
P2-n5,D-dependent,coupled,0.1,12,4,1.085683370831382e-06,0.4964229089565458,delta,3
P2-n5,D-dependent,coupled,0.1,13,0,0.571045546528345,0.49541084915983885,sigma,0
P2-n5,D-dependent,coupled,0.1,13,1,0.025426922247345798,0.49541084915983885,sigma,0
P2-n5,D-dependent,coupled,0.1,13,2,0.3966598780515744,0.49541084915983885,sigma,0
P2-n5,D-dependent,coupled,0.1,13,3,0.005527711963327995,0.49541084915983885,sigma,0
P2-n5,D-dependent,coupled,0.1,13,4,0.0013399412094067516,0.49541084915983885,sigma,0
P2-n5,D-dependent,coupled,0.1,14,0,0.5861100394201765,0.5437981890291066,delta,1
P2-n5,D-dependent,coupled,0.1,14,1,1.0000000001110223e-06,0.5437981890291066,delta,1
P2-n5,D-dependent,coupled,0.1,14,2,0.40578905509437685,0.5437981890291066,delta,1
P2-n5,D-dependent,coupled,0.1,14,3,0.006723390103606531,0.5437981890291066,delta,1
P2-n5,D-dependent,coupled,0.1,14,4,0.0013765153818400572,0.5437981890291066,delta,1
P2-n5,D-dependent,coupled,0.1,15,0,0.5026123913796646,0.5368028929480829,sigma,2
P2-n5,D-dependent,coupled,0.1,15,1,0.001372920415072485,0.5368028929480829,sigma,2
P2-n5,D-dependent,coupled,0.1,15,2,0.48578905509437686,0.5368028929480829,sigma,2
P2-n5,D-dependent,coupled,0.1,15,3,0.010224775571588693,0.5368028929480829,sigma,2
P2-n5,D-dependent,coupled,0.1,15,4,8.575392973593935e-07,0.5368028929480829,sigma,2
P2-n5,D-dependent,coupled,0.1,16,0,0.5026123258149177,0.5368026171782391,delta,4
P2-n5,D-dependent,coupled,0.1,16,1,0.0013729145122564224,0.5368026171782391,delta,4
P2-n5,D-dependent,coupled,0.1,16,2,0.4857889827742019,0.5368026171782391,delta,4
P2-n5,D-dependent,coupled,0.1,16,3,0.010224776898624022,0.5368026171782391,delta,4
P2-n5,D-dependent,coupled,0.1,16,4,1e-06,0.5368026171782391,delta,4
P2-n5,D-dependent,coupled,0.1,17,0,0.5826123258149176,0.5293430101707476,sigma,0
P2-n5,D-dependent,coupled,0.1,17,1,0.005476089816681906,0.5293430101707476,sigma,0
P2-n5,D-dependent,coupled,0.1,17,2,0.4020591792704562,0.5293430101707476,sigma,0
P2-n5,D-dependent,coupled,0.1,17,3,0.00851856456492661,0.5293430101707476,sigma,0
P2-n5,D-dependent,coupled,0.1,17,4,0.001333840533017677,0.5293430101707476,sigma,0
P2-n5,D-dependent,coupled,0.1,18,0,0.5881884133957748,0.5473730497303099,delta,3
P2-n5,D-dependent,coupled,0.1,18,1,0.0055252694882485685,0.5473730497303099,delta,3
P2-n5,D-dependent,coupled,0.1,18,2,0.4054981114693802,0.5473730497303099,delta,3
P2-n5,D-dependent,coupled,0.1,18,3,1e-06,0.5473730497303099,delta,3
P2-n5,D-dependent,coupled,0.1,18,4,0.000787205646596452,0.5473730497303099,delta,3
P2-n5,D-dependent,coupled,0.1,19,0,0.5039402935333503,0.5388768100054611,sigma,2
P2-n5,D-dependent,coupled,0.1,19,1,0.006104694202801518,0.5388768100054611,sigma,2
P2-n5,D-dependent,coupled,0.1,19,2,0.4854981114693802,0.5388768100054611,sigma,2
P2-n5,D-dependent,coupled,0.1,19,3,0.004456044027687036,0.5388768100054611,sigma,2
P2-n5,D-dependent,coupled,0.1,19,4,8.567667809434791e-07,0.5388768100054611,sigma,2
P2-n5,D-dependent,coupled,0.1,20,0,0.5070523857627948,0.5505355478842259,delta,1
P2-n5,D-dependent,coupled,0.1,20,1,1.0000000001110223e-06,0.5505355478842259,delta,1
P2-n5,D-dependent,coupled,0.1,20,2,0.4882153881793182,0.5505355478842259,delta,1
P2-n5,D-dependent,coupled,0.1,20,3,0.004730363791253148,0.5505355478842259,delta,1
P2-n5,D-dependent,coupled,0.1,20,4,8.622666338309533e-07,0.5505355478842259,delta,1
P2-n5,D-dependent,coupled,0.1,21,0,0.5870523857627947,0.5408187368103086,sigma,0
P2-n5,D-dependent,coupled,0.1,21,1,0.004325346613430216,0.5408187368103086,sigma,0
P2-n5,D-dependent,coupled,0.1,21,2,0.4033569826423596,0.5408187368103086,sigma,0
P2-n5,D-dependent,coupled,0.1,21,3,0.0039339478955564885,0.5408187368103086,sigma,0
P2-n5,D-dependent,coupled,0.1,21,4,0.0013313370858590106,0.5408187368103086,sigma,0
P2-n5,D-dependent,coupled,0.1,22,0,0.5877830519935212,0.5434031272460026,delta,4
P2-n5,D-dependent,coupled,0.1,22,1,0.0043846556611464495,0.5434031272460026,delta,4
P2-n5,D-dependent,coupled,0.1,22,2,0.4039185116294801,0.5434031272460026,delta,4
P2-n5,D-dependent,coupled,0.1,22,3,0.003912780715852284,0.5434031272460026,delta,4
P2-n5,D-dependent,coupled,0.1,22,4,1e-06,0.5434031272460026,delta,4
P2-n5,D-dependent,coupled,0.1,23,0,0.5031568528197261,0.5341507288984124,sigma,2
P2-n5,D-dependent,coupled,0.1,23,1,0.005123013495301317,0.5341507288984124,sigma,2
P2-n5,D-dependent,coupled,0.1,23,2,0.48391851162948013,0.5341507288984124,sigma,2
P2-n5,D-dependent,coupled,0.1,23,3,0.007800766030720915,0.5341507288984124,sigma,2
P2-n5,D-dependent,coupled,0.1,23,4,8.560247715772385e-07,0.5341507288984124,sigma,2
P2-n5,D-dependent,coupled,0.1,24,0,0.5073468170334607,0.5496710374836818,delta,3
P2-n5,D-dependent,coupled,0.1,24,1,0.00516247355564944,0.5496710374836818,delta,3
P2-n5,D-dependent,coupled,0.1,24,2,0.4874887017083802,0.5496710374836818,delta,3
P2-n5,D-dependent,coupled,0.1,24,3,1.0000000001110223e-06,0.5496710374836818,delta,3
P2-n5,D-dependent,coupled,0.1,24,4,1.0077025095452734e-06,0.5496710374836818,delta,3
P2-n5,D-dependent,coupled,0.3,1,0,0.28,0.5418450912678835,sigma,0
P2-n5,D-dependent,coupled,0.3,1,1,0.1914553527380365,0.5418450912678835,sigma,0
P2-n5,D-dependent,coupled,0.3,1,2,0.1690774543660582,0.5418450912678835,sigma,0
P2-n5,D-dependent,coupled,0.3,1,3,0.17760236803157373,0.5418450912678835,sigma,0
P2-n5,D-dependent,coupled,0.3,1,4,0.1818648248643315,0.5418450912678835,sigma,0
P2-n5,D-dependent,coupled,0.3,2,0,0.30652350694644576,0.48506019868343664,delta,1
P2-n5,D-dependent,coupled,0.3,2,1,0.11145535273803649,0.48506019868343664,delta,1
P2-n5,D-dependent,coupled,0.3,2,2,0.17094639371183593,0.48506019868343664,delta,1
P2-n5,D-dependent,coupled,0.3,2,3,0.20850990682310022,0.48506019868343664,delta,1
P2-n5,D-dependent,coupled,0.3,2,4,0.2025648397805816,0.48506019868343664,delta,1
P2-n5,D-dependent,coupled,0.3,3,0,0.27338399998672014,0.39133921260288795,sigma,2
P2-n5,D-dependent,coupled,0.3,3,1,0.10368651222871583,0.39133921260288795,sigma,2
P2-n5,D-dependent,coupled,0.3,3,2,0.2509463937118359,0.39133921260288795,sigma,2
P2-n5,D-dependent,coupled,0.3,3,3,0.1998804704223051,0.39133921260288795,sigma,2
P2-n5,D-dependent,coupled,0.3,3,4,0.172102623650423,0.39133921260288795,sigma,2
P2-n5,D-dependent,coupled,0.3,4,0,0.28643026403833804,0.3094738152956608,delta,4
P2-n5,D-dependent,coupled,0.3,4,1,0.12587548339433438,0.3094738152956608,delta,4
P2-n5,D-dependent,coupled,0.3,4,2,0.27883282831383155,0.3094738152956608,delta,4
P2-n5,D-dependent,coupled,0.3,4,3,0.216758800603073,0.3094738152956608,delta,4
P2-n5,D-dependent,coupled,0.3,4,4,0.092102623650423,0.3094738152956608,delta,4
P2-n5,D-dependent,coupled,0.3,5,0,0.36643026403833817,0.23617067386731627,sigma,0
P2-n5,D-dependent,coupled,0.3,5,1,0.12374148202119382,0.23617067386731627,sigma,0
P2-n5,D-dependent,coupled,0.3,5,2,0.23548439902800372,0.23617067386731627,sigma,0
P2-n5,D-dependent,coupled,0.3,5,3,0.18958800906160983,0.23617067386731627,sigma,0
P2-n5,D-dependent,coupled,0.3,5,4,0.0847558458508545,0.23617067386731627,sigma,0
P2-n5,D-dependent,coupled,0.3,6,0,0.4187304090606905,0.10960359700378691,delta,3
P2-n5,D-dependent,coupled,0.3,6,1,0.13779295535432712,0.10960359700378691,delta,3
P2-n5,D-dependent,coupled,0.3,6,2,0.2568797833758063,0.10960359700378691,delta,3
P2-n5,D-dependent,coupled,0.3,6,3,0.10958800906160983,0.10960359700378691,delta,3
P2-n5,D-dependent,coupled,0.3,6,4,0.07700884314756638,0.10960359700378691,delta,3
P2-n5,D-dependent,coupled,0.3,7,0,0.3682997132067511,0.16459849999321546,sigma,2
P2-n5,D-dependent,coupled,0.3,7,1,0.1254194666208013,0.16459849999321546,sigma,2
P2-n5,D-dependent,coupled,0.3,7,2,0.33687978337580643,0.16459849999321546,sigma,2
P2-n5,D-dependent,coupled,0.3,7,3,0.11011072240428658,0.16459849999321546,sigma,2
P2-n5,D-dependent,coupled,0.3,7,4,0.05929031439235456,0.16459849999321546,sigma,2
P2-n5,D-dependent,coupled,0.3,8,0,0.40171054649567806,0.18573997376704124,delta,1
P2-n5,D-dependent,coupled,0.3,8,1,0.045419466620801305,0.18573997376704124,delta,1
P2-n5,D-dependent,coupled,0.3,8,2,0.355052487440343,0.18573997376704124,delta,1
P2-n5,D-dependent,coupled,0.3,8,3,0.13229462904986206,0.18573997376704124,delta,1
P2-n5,D-dependent,coupled,0.3,8,4,0.06552287039331554,0.18573997376704124,delta,1
P2-n5,D-dependent,coupled,0.3,9,0,0.48171054649567807,0.11132942040386999,sigma,0
